row_id,F_score,S_score,SDI,WT2
1837,0.9583333333333334,0.925,-0.033333333333333326,1.643303916
1838,0.9166666666666666,0.925,0.008333333333333415,1.602603829
1839,0.7916666666666666,0.675,-0.11666666666666659,0.971637038
1840,0.625,0.6875,0.0625,0.932002801
1841,0.625,0.7375,0.11250000000000004,0.796001779
1842,0.75,0.6625,-0.08750000000000002,0.519767907
1843,0.7916666666666666,0.6875,-0.10416666666666663,1.602603829
1844,0.875,0.75,-0.125,1.657768763
1845,0.6666666666666666,0.7875,0.12083333333333335,1.127635276
1846,0.6666666666666666,0.6625,-0.004166666666666652,1.127635276
1847,0.7916666666666666,0.675,-0.11666666666666659,1.502503257
1848,0.7916666666666666,0.675,-0.11666666666666659,0.932002801
1849,0.875,0.75,-0.125,1.602603829
1850,0.7083333333333334,0.6625,-0.04583333333333339,0.971637038
1851,0.8333333333333334,0.675,-0.15833333333333333,1.215484191
1852,0.6666666666666666,0.6125,-0.054166666666666585,0.594599021
1853,0.7083333333333334,0.7125,0.004166666666666652,0.971637038
1854,0.875,0.7,-0.17500000000000004,0.578053874
1855,0.875,0.7375,-0.13749999999999996,1.602603829
1856,1.0,1.0,0.0,0.683504201
1857,0.7916666666666666,0.75,-0.04166666666666663,0.491047641
1858,0.08333333333333333,0.325,0.2416666666666667,0.491047641
1859,0.8333333333333334,0.8875,0.054166666666666585,0.538908048
1860,0.875,0.9,0.025000000000000022,0.533214378
1861,0.75,0.75,0.0,0.594599021
1862,0.9166666666666666,0.9375,0.02083333333333337,0.683504201
1863,0.875,0.7375,-0.13749999999999996,0.594599021
1864,0.7916666666666666,0.9,0.10833333333333339,0.683504201
1865,0.875,0.8,-0.07499999999999996,1.602603829
1866,1.0,0.95,-0.050000000000000044,1.735165786
1867,0.875,0.875,0.0,1.056428473
1868,0.5416666666666666,0.5,-0.04166666666666663,0.971637038
1869,1.0,1.0,0.0,1.215484191
1870,0.375,0.575,0.19999999999999996,0.677589622
1871,0.8333333333333334,0.65,-0.18333333333333335,0.683504201
1872,0.5,0.6125,0.11250000000000004,1.602603829
1873,0.75,0.625,-0.125,0.677589622
1874,0.4166666666666667,0.5375,0.12083333333333329,0.677589622
1875,0.875,0.9125,0.03749999999999998,0.594599021
1876,1.0,0.9125,-0.08750000000000002,0.903546579
1877,0.5833333333333334,0.4,-0.18333333333333335,0.932002801
1878,0.75,0.7375,-0.012499999999999956,0.683504201
1879,0.75,0.75,0.0,1.643303916
1880,0.875,0.8375,-0.03749999999999998,1.602603829
1881,0.875,0.8125,-0.0625,0.594599021
1882,0.875,0.8125,-0.0625,1.735165786
1883,0.7916666666666666,0.725,-0.06666666666666665,1.735165786
1884,1.0,0.9625,-0.03749999999999998,0.594599021
1885,0.875,0.8375,-0.03749999999999998,0.697836911
1886,0.7916666666666666,0.8125,0.02083333333333337,0.697836911
1887,0.625,0.6375,0.012499999999999956,1.735165786
1888,0.5416666666666666,0.775,0.2333333333333334,0.683504201
1889,0.7916666666666666,0.8125,0.02083333333333337,0.533214378
1890,0.9583333333333334,0.8375,-0.12083333333333335,0.683504201
1891,0.7916666666666666,0.725,-0.06666666666666665,1.127635276
1892,1.0,0.9625,-0.03749999999999998,0.605431761
1893,0.8333333333333334,0.8875,0.054166666666666585,0.676237787
1894,0.75,0.7875,0.03749999999999998,1.602603829
1895,0.7916666666666666,0.6625,-0.12916666666666665,0.594599021
